Label,Features
0,[255 255 254 ... 255 255 255]
100,[255 255 254 ... 255 255 255]
101,[255 255 254 ... 255 255 255]
102,[255 255 254 ... 255 255 255]
103,[255 255 255 ... 255 255 255]
104,[255 255 255 ... 255 255 255]
105,[255 255 254 ... 255 255 255]
106,[255 255 254 ... 255 255 255]
107,[255 255 254 ... 255 255 255]
108,[255 255 254 ... 255 255 255]
109,[255 255 254 ... 255 255 255]
10,[255 254 255 ... 255 255 255]
110,[255 255 254 ... 255 255 255]
111,[255 255 254 ... 255 255 255]
112,[255 255 254 ... 255 255 255]
113,[255 255 254 ... 255 255 255]
114,[255 255 254 ... 255 255 255]
115,[255 255 254 ... 255 255 255]
116,[255 255 254 ... 255 255 255]
117,[255 255 254 ... 255 255 255]
118,[255 255 254 ... 255 255 255]
119,[255 255 254 ... 255 255 255]
11,[255 254 255 ... 255 255 255]
120,[255 255 254 ... 255 255 255]
121,[255 255 255 ... 255 255 255]
122,[255 254 255 ... 255 255 255]
123,[255 254 255 ... 255 255 255]
124,[253 254 255 ... 255 255 255]
125,[253 254 255 ... 255 255 255]
126,[253 254 255 ... 255 255 255]
127,[255 255 254 ... 255 255 255]
128,[255 255 255 ... 255 255 255]
129,[255 254 255 ... 255 255 255]
12,[255 255 255 ... 255 255 255]
130,[255 255 254 ... 255 255 255]
131,[255 254 255 ... 255 255 255]
132,[255 254 255 ... 255 255 255]
133,[255 254 255 ... 255 255 255]
134,[255 254 255 ... 255 255 255]
135,[255 255 255 ... 255 255 255]
136,[255 254 255 ... 255 255 255]
137,[255 255 255 ... 255 255 255]
138,[255 254 255 ... 255 255 255]
139,[255 255 254 ... 255 255 255]
13,[255 255 255 ... 255 255 255]
140,[255 254 255 ... 255 255 255]
141,[255 255 255 ... 255 255 255]
142,[255 255 255 ... 255 255 255]
143,[255 255 255 ... 255 255 255]
144,[255 255 255 ... 255 255 255]
145,[255 255 255 ... 255 255 255]
146,[255 255 255 ... 255 255 255]
147,[255 255 254 ... 255 255 255]
148,[255 255 254 ... 255 255 255]
149,[255 255 254 ... 255 255 255]
14,[255 255 255 ... 255 255 255]
150,[255 255 254 ... 255 255 255]
151,[255 255 254 ... 255 255 255]
152,[255 255 254 ... 255 255 255]
153,[255 255 255 ... 255 255 255]
154,[255 255 255 ... 255 255 255]
155,[255 255 255 ... 255 255 255]
156,[255 255 255 ... 255 255 255]
157,[255 255 255 ... 255 255 255]
158,[255 255 255 ... 255 255 255]
159,[255 255 255 ... 255 255 255]
15,[255 255 255 ... 255 255 255]
160,[255 255 255 ... 255 255 255]
161,[255 255 255 ... 255 255 255]
162,[255 255 255 ... 255 255 255]
163,[255 255 255 ... 255 255 255]
164,[255 255 255 ... 255 255 255]
165,[255 255 255 ... 255 255 255]
166,[255 255 255 ... 255 255 255]
167,[255 255 255 ... 255 255 255]
168,[255 255 255 ... 255 255 255]
169,[255 255 255 ... 255 255 255]
16,[255 255 255 ... 255 255 255]
170,[255 255 255 ... 255 255 255]
171,[255 255 255 ... 255 255 255]
172,[255 255 255 ... 255 255 255]
173,[255 255 255 ... 255 255 255]
174,[255 255 255 ... 255 255 255]
175,[255 255 255 ... 255 255 255]
176,[255 255 255 ... 255 255 255]
177,[255 255 255 ... 255 255 255]
178,[255 255 255 ... 255 255 255]
179,[255 255 255 ... 255 255 255]
17,[255 255 255 ... 255 255 255]
180,[255 255 255 ... 255 255 255]
181,[255 255 255 ... 255 255 255]
182,[255 255 255 ... 255 255 255]
183,[255 255 255 ... 255 255 255]
184,[255 255 255 ... 255 255 255]
185,[255 255 255 ... 255 255 255]
186,[253 255 255 ... 255 255 255]
187,[255 255 254 ... 255 255 255]
188,[255 255 254 ... 255 255 255]
189,[255 255 255 ... 255 255 255]
18,[255 255 255 ... 255 255 255]
190,[255 255 255 ... 255 255 255]
191,[255 255 255 ... 255 255 255]
192,[255 255 255 ... 255 255 255]
193,[255 255 255 ... 255 255 255]
194,[255 255 255 ... 255 255 255]
195,[255 255 255 ... 255 255 255]
196,[255 255 255 ... 255 255 255]
197,[255 255 255 ... 255 255 255]
198,[255 255 255 ... 255 255 255]
199,[255 255 254 ... 255 255 255]
19,[255 255 255 ... 255 255 255]
1,[255 255 254 ... 255 255 255]
200,[255 255 254 ... 255 255 255]
201,[255 255 255 ... 255 255 255]
202,[255 255 254 ... 255 255 255]
203,[255 255 255 ... 255 255 255]
204,[255 255 255 ... 255 255 255]
205,[255 255 255 ... 255 255 255]
206,[255 255 255 ... 255 255 255]
207,[255 255 255 ... 255 255 255]
208,[255 255 255 ... 255 255 255]
209,[255 255 255 ... 255 255 255]
20,[253 255 255 ... 255 255 255]
210,[255 255 255 ... 255 255 255]
211,[255 255 255 ... 255 255 255]
212,[255 255 255 ... 255 255 255]
213,[255 255 255 ... 255 255 255]
